NATIVITY,RACE_HISP,SEX,YEAR,total_pop,POP_0,POP_1,POP_2,POP_3,POP_4,POP_5,POP_6,POP_7,POP_8,POP_9,POP_10,POP_11,POP_12,POP_13,POP_14,POP_15,POP_16,POP_17,POP_18,POP_19,POP_20,POP_21,POP_22,POP_23,POP_24,POP_25,POP_26,POP_27,POP_28,POP_29,POP_30,POP_31,POP_32,POP_33,POP_34,POP_35,POP_36,POP_37,POP_38,POP_39,POP_40,POP_41,POP_42,POP_43,POP_44,POP_45,POP_46,POP_47,POP_48,POP_49,POP_50,POP_51,POP_52,POP_53,POP_54,POP_55,POP_56,POP_57,POP_58,POP_59,POP_60,POP_61,POP_62,POP_63,POP_64,POP_65,POP_66,POP_67,POP_68,POP_69,POP_70,POP_71,POP_72,POP_73,POP_74,POP_75,POP_76,POP_77,POP_78,POP_79,POP_80,POP_81,POP_82,POP_83,POP_84,POP_85
2,1,2,2046,20026668,8427,15750,22036,27503,32422,37014,41361,45469,49387,53172,56902,60620,64402,68408,73049,78672,85659,94215,104522,116575,129839,143494,156934,169867,182214,194013,205217,215801,225841,235226,243920,251755,258564,263850,265144,270057,271624,272880,279509,281147,280937,286320,289602,294578,299812,307975,309998,314143,315271,318630,313655,312794,315914,303409,308234,306184,311754,314888,323804,323203,325172,328310,332084,334024,334615,327441,333252,321836,327997,319486,315178,313849,308716,308788,290201,277887,276577,259512,262090,233213,225930,216989,199846,186405,169423,1094281
2,1,2,2047,20203226,8443,15779,22084,27570,32502,37111,41478,45596,49536,53337,57095,60830,64622,68671,73313,78978,85990,94577,104937,117020,130350,144056,157557,170564,182970,194852,206103,216775,226873,236334,245101,252991,259885,265841,270518,271448,276088,277436,278507,284903,286217,285535,290444,293334,297988,302992,310931,312799,316778,317733,320924,315797,314813,317855,305346,310047,307892,313356,316444,325289,324659,326492,329451,333036,334784,335126,327641,332976,321203,326867,318009,313266,311421,305811,305319,286429,273667,271630,254172,255864,226854,218851,209325,191868,177974,1139396
2,1,2,2048,20374959,8457,15809,22125,27628,32579,37200,41584,45721,49669,53490,57265,61029,64835,68893,73581,79250,86303,94925,105319,117455,130820,144592,158146,171214,183695,195629,206967,217681,227868,237386,246228,254185,261132,267176,272518,276821,277491,281905,283063,283914,289973,290813,289673,294182,296761,301185,305978,313741,315451,319247,320045,323048,317822,316773,319750,307193,311758,309532,314939,317992,326756,326007,327669,330446,333835,335327,335303,327451,332282,320182,325351,316108,310889,308528,302443,301337,282101,268843,266065,248224,248881,219807,211184,201014,183244,1188278
2,1,2,2049,20541824,8467,15833,22164,27678,32644,37284,41678,45834,49800,53632,57423,61201,65042,69112,73808,79525,86584,95250,105680,117854,131272,145087,158705,171824,184366,196378,207762,218565,228791,238402,247300,255329,262339,268436,273864,278827,282858,283315,287534,288468,289000,294568,294948,293426,297618,299969,304190,308820,316402,317940,321568,322191,325057,319789,318689,321555,308939,313396,311152,316517,319520,328119,327215,328702,331292,334415,335535,335083,326847,331198,318779,323408,313743,308052,305171,298568,296780,277159,263405,259865,241536,241148,212169,202864,192031,1237571
2,1,2,2050,20703731,8476,15851,22196,27723,32701,37354,41766,45933,49915,53765,57568,61362,65215,69323,74030,79759,86870,95541,106019,118232,131690,145556,159217,172400,184995,197068,208530,219379,229695,239341,248329,256415,263493,269649,275134,280180,284870,288675,288951,292934,293547,293610,298707,298694,296877,300831,302985,307047,311510,318898,320273,323722,324217,327010,321706,320515,323253,310609,315021,312766,318075,320945,329340,328279,329589,331920,334663,335347,334447,325852,329719,316958,320996,310920,304754,301309,294121,291591,271585,257339,252890,234118,232776,203878,193870,1290552
2,1,2,2051,20860622,8485,15867,22220,27762,32751,37414,41840,46023,50018,53881,57705,61511,65378,69499,74245,79984,87108,95834,106319,118582,132081,145992,159700,172933,185587,197712,209235,220159,230522,240253,249277,257454,264585,270814,276352,281455,286229,290692,294306,294357,298010,298153,297758,302451,302136,300105,303853,305854,309748,314037,321240,322443,325758,326190,328912,323534,322236,324876,312262,316634,314362,319528,322230,330418,329196,330259,332215,334516,334747,333420,324471,327814,314671,318116,307630,300952,296865,289047,285744,265371,250505,245155,226076,223699,194910,1340394
2,1,2,2052,21012444,8490,15881,22241,27793,32794,37466,41904,46099,50110,53985,57821,61649,65528,69663,74424,80201,87337,96080,106623,118893,132445,146395,160151,173426,186136,198318,209891,220876,231315,241092,250196,258409,265628,271908,277517,282673,287507,292055,296324,299704,299436,302607,302293,301513,305889,305357,303136,306728,308571,312289,316408,323415,324493,327735,328111,330726,325257,323878,326477,313909,318226,315857,320840,323371,331345,329894,330595,332118,333956,333751,332000,322668,325438,311926,314766,303833,296572,291792,283320,279225,258368,242916,236772,217350,213893,1386476
2,1,2,2053,21159120,8493,15890,22258,27818,32829,37512,41957,46165,50186,54078,57926,61766,65667,69813,74589,80381,87556,96312,106874,119205,132764,146767,160564,173889,186637,198875,210506,221541,232039,241891,251040,259329,266588,272951,278617,283843,288724,293333,297689,301725,304773,304038,306738,306039,304960,309103,308379,306021,309452,311125,314676,318609,325474,326484,329660,329939,332431,326902,325499,328073,315536,319719,317213,322013,324363,332053,330258,330541,331609,333002,332366,330154,320396,322590,308719,310899,299454,291560,286063,276927,271882,250585,234688,227680,207911,1445977
2,1,2,2054,21300685,8494,15894,22269,27837,32855,37547,42000,46219,50250,54154,58019,61871,65783,69951,74738,80547,87738,96533,107108,119458,133079,147090,160943,174307,187106,199384,211069,222160,232707,242618,251845,260176,267514,273913,279658,284944,289894,294548,298967,303089,306797,309364,308170,310477,309478,308186,312122,311252,308754,312011,313524,316892,320698,327472,328428,331497,331660,334058,328526,327114,329647,317061,321069,318428,323036,325143,332432,330238,330076,330712,331662,330559,327833,317662,319270,305001,306444,294443,285898,279664,269718,263725,242148,225754,217847,1494459
2,1,2,2055,21437185,8492,15894,22272,27848,32873,37574,42038,46261,50303,54216,58093,61963,65889,70068,74873,80693,87903,96715,107328,119696,133333,147409,161268,174687,187528,199856,211585,222730,233332,243287,252573,260984,268361,274835,280620,285983,290995,295719,300180,304364,308160,311386,313482,311906,313906,312698,311215,314988,313973,311322,314415,315753,318993,322723,329422,330282,333225,333303,335667,330141,328709,331121,318447,322285,319493,323848,325597,332426,329808,329229,329433,329900,328276,325045,314462,315431,300707,301345,288777,279569,272444,261700,254882,232987,216088,1547595
2,1,2,2056,21568688,8489,15892,22273,27850,32884,37591,42064,46295,50343,54268,58153,62034,65978,70171,74988,80825,88045,96878,107511,119912,133569,147661,161587,175017,187913,200280,212061,223244,233901,243914,253238,261708,269162,275682,281541,286943,292032,296819,301348,305579,309430,312745,315502,317205,315335,317113,315715,314088,317703,316529,313734,316650,317865,321034,324704,331282,332027,334875,334926,337265,331739,330204,332449,319695,323354,320352,324339,325674,332009,328996,327999,327732,327669,325528,321784,310752,311006,295783,295587,282440,272416,264406,253005,245288,223073,1594039
2,1,2,2057,21695269,8482,15882,22268,27849,32884,37599,42077,46318,50375,54304,58201,62091,66044,70254,75086,80938,88173,97018,107671,120092,133781,147893,161838,175331,188239,200664,212482,223721,234411,244478,253862,262370,269880,276478,282381,287862,292991,297850,302444,306738,310641,314012,316860,319223,320620,318540,320119,318582,316809,320250,318930,315979,318764,319919,323029,326592,333036,333696,336504,336544,338843,333237,331557,333636,320797,324211,320892,324449,325345,331213,327804,326351,325569,324976,322311,318011,306465,305935,290207,289147,275268,264446,255684,243563,234911,1642492
2,1,2,2058,21816994,8475,15870,22256,27841,32880,37595,42081,46328,50393,54333,58233,62136,66098,70317,75164,81031,88281,97141,107803,120243,133953,148098,162064,175574,188549,200987,212861,224136,234883,244983,254417,262982,270535,277189,283171,288697,293902,298805,303471,307832,311796,315219,318121,320577,322633,323812,321542,322978,321293,319363,322645,321162,318104,320821,321924,324932,328376,334714,335344,338125,338139,340318,334592,332766,334675,321691,324747,321053,324159,324636,330038,326195,324244,322945,321811,318578,313650,301542,300197,283963,281856,267277,255798,246215,233347,1697493
2,1,2,2059,21933974,8464,15857,22236,27825,32866,37587,42071,46325,50404,54347,58258,62161,66137,70365,75219,81103,88368,97239,107917,120365,134091,148258,162261,175797,188784,201289,213176,224508,235291,245446,254917,263529,271141,277837,283877,289477,294731,299710,304417,308852,312880,316369,319325,321835,323985,325817,326800,324399,325676,323839,321767,324872,323275,320167,322828,323838,326728,330084,336370,336982,339725,339632,341654,335806,333835,335503,322265,324904,320817,323490,323557,328442,324126,321679,319858,318132,314262,308645,295960,293776,276880,273727,258601,246398,235965,1745996
2,1,2,2060,22046237,8452,15836,22215,27799,32844,37567,42055,46311,50394,54352,58265,62182,66155,70397,75262,81149,88430,97315,108003,120466,134202,148384,162405,175981,188995,201515,213470,224812,235654,245843,255366,264019,271675,278432,284511,290173,295502,300529,305315,309792,313891,317445,320467,323034,325238,327165,328799,329641,327098,328207,326230,324000,326977,325327,322183,324744,325647,328451,331769,338017,338602,341226,340985,342845,336873,334686,336006,322464,324666,320204,322450,322063,326385,321601,318654,316258,313873,309304,302971,289703,286487,268974,264899,249168,236224,1792312
2,2,0,2014,4168214,2087,3990,6296,6165,7785,9800,13746,11856,15717,14993,16369,17609,19568,23516,28122,31063,31485,32887,37528,44568,46418,52422,56020,55663,59698,68600,70461,67393,67554,75084,78864,83291,78009,80015,89434,83339,91968,85684,82536,87916,88102,83881,82383,86758,85702,80860,92191,81741,76113,89941,85264,89013,75661,75804,82958,77040,78559,70026,61924,64437,56769,55744,40968,47770,44236,38508,42362,33356,33685,32280,28066,26372,23971,19704,21390,18149,15676,17152,16200,15799,12108,10758,10715,9039,9255,44305
2,2,0,2015,4266442,2127,4075,5794,7880,7580,9061,11019,14928,13099,16964,16297,17675,18919,20921,25002,29860,33302,34299,36299,41439,48744,50750,56776,60341,59953,63862,72608,74257,71102,71040,78305,81810,85902,80413,82165,91362,85181,93639,87343,84096,89341,89352,85003,83400,87706,86573,81725,92880,82466,76750,90363,85595,89240,75932,76008,82986,77123,78527,70067,62028,64452,56868,55796,41204,47803,44210,38521,42183,33273,33533,32075,27876,26120,23706,19484,21018,17810,15365,16680,15663,15159,11607,10249,10137,8500,47896
2,2,0,2016,4366094,2167,4154,5912,7418,9306,8896,10312,12262,16156,14397,18265,17637,19012,20304,22450,26826,32116,36177,37784,40281,45753,53167,55229,61193,64674,64243,67966,76548,77981,74695,74377,81297,84488,88276,82643,84200,93200,86959,95270,88956,85574,90637,90476,86041,84387,88619,87415,82544,93498,83112,77319,90715,85865,89398,76156,76186,82988,77174,78465,70093,62124,64450,56942,55811,41393,47768,44095,38455,41935,33135,33321,31798,27609,25790,23369,19196,20574,17403,14988,16141,15062,14468,11061,9702,9521,50374
2,2,0,2017,4467046,2207,4234,6029,7566,8879,10629,10185,11586,13551,17443,15748,19603,19009,20419,21870,24320,29177,35023,39739,41842,44668,50315,57733,59771,65630,68999,68473,71979,80380,81598,78110,77481,84029,86920,90476,84753,86125,94975,88695,96846,90478,86919,91800,91525,87035,85355,89490,88209,83283,94039,83691,77817,90995,86076,89507,76353,76331,82956,77200,78380,70112,62203,64424,56972,55768,41511,47645,43894,38316,41631,32939,33032,31434,27264,25387,22959,18835,20054,16929,14546,15538,14404,13735,10471,9117,53472
2,2,0,2018,4569246,2248,4315,6148,7717,9053,10236,11925,11497,12906,14897,18790,17129,20974,20456,22010,23779,26721,32190,38629,43900,46313,49316,55014,62365,64325,70058,73269,72598,75875,84080,85039,81257,80305,86519,89170,92555,86761,87980,96711,90371,98341,91861,88127,92871,92531,87998,86283,90315,88926,83933,94525,84194,78240,91203,86241,89590,76515,76438,82895,77205,78288,70112,62253,64359,56946,55648,41542,47434,43620,38117,41265,32667,32656,30985,26844,24907,22475,18399,19461,16388,14041,14876,13698,12962,9842,55828
2,2,0,2019,4672714,2288,4397,6267,7872,9234,10431,11563,13242,12855,14280,16302,20185,18544,22421,22091,23955,26232,29794,35915,42838,48489,51048,54115,59766,67020,68876,74423,77438,76598,79628,87601,88222,84124,82873,88831,91300,94536,88689,89788,98383,91955,99706,93109,89241,93887,93503,88919,87154,91067,89564,84515,94947,84619,78593,91361,86377,89637,76639,76518,82820,77199,78183,70078,62261,64234,56840,55433,41482,47149,43287,37852,40816,32312,32191,30456,26344,24345,21912,17891,18797,15779,13478,14164,12945,12150,58551
2,2,0,2020,4777496,2329,4478,6389,8026,9420,10641,11778,12910,14605,14266,15709,17744,21614,20037,24059,24087,26455,29378,33597,40255,47481,53342,55945,58985,64530,71670,73362,78696,81485,80455,83197,90856,91115,86743,85248,91018,93337,96450,90556,91531,99955,93398,100937,94264,90304,94872,94433,89787,87946,91736,90139,85025,95294,84967,78902,91490,86487,89645,76738,76579,82737,77176,78050,69994,62211,64027,56631,55123,41343,46796,42891,37507,40273,31872,31642,29843,25759,23703,21271,17314,18062,15111,12863,13404,12147,63069
2,2,0,2021,4883521,2371,4562,6510,8184,9606,10854,12013,13145,14303,16023,15728,17181,19215,23117,21718,26070,26641,29655,33268,38037,45037,52410,58352,60910,63874,69280,76249,77737,82841,85392,84116,86494,93813,93749,89171,87489,93095,95302,98315,92343,93185,101385,94704,102077,95361,91333,95826,95306,90580,88645,92333,90639,85465,95565,85261,79186,91586,86565,89624,76822,76629,82636,77121,77871,69844,62075,63716,56320,54728,41140,46368,42419,37067,39637,31347,31006,29140,25084,22980,20557,16667,17265,14390,12200,12596,67100
2,2,0,2022,4990659,2413,4647,6635,8342,9795,11069,12252,13405,14559,15749,17497,17224,18685,20762,24819,23773,28659,29899,33607,37796,42927,50102,57513,63430,65891,68740,73955,80711,81974,86830,89098,87480,89490,96488,96186,91452,89618,95094,97212,100112,94026,94694,102673,95909,103156,96416,92327,96724,96098,91285,89276,92853,91064,85833,95782,85520,79436,91642,86615,89585,76899,76661,82507,77013,77630,69603,61836,63298,55918,54260,40866,45847,41852,36533,38908,30737,30280,28348,24324,22177,19768,15959,16414,13617,11492,71108
2,2,0,2023,5098809,2456,4732,6761,8504,9986,11287,12495,13670,14842,16024,17254,19012,18748,20258,22502,26903,26409,31968,33923,38213,42776,48093,55326,62698,68512,70849,73515,78511,85023,86044,90607,92509,90528,92218,98948,98475,93608,91670,97042,99047,101804,95557,96050,103870,97050,104195,97420,93270,97533,96800,91924,89833,93288,91420,86153,95964,85744,79652,91668,86651,89537,76961,76658,82328,76839,77297,69252,61495,62783,55439,53711,40500,45221,41188,35906,38082,30034,29459,27468,23480,21294,18911,15198,15512,12796,73668
2,2,0,2024,5208165,2500,4819,6887,8666,10181,11507,12739,13938,15132,16332,17553,18794,20555,20344,22027,24627,29578,29780,36060,38611,43285,48044,53429,60624,67890,73568,75719,78168,82924,89171,89901,94086,95607,93307,94750,101275,100654,95689,93672,98922,100778,103343,96943,97306,105007,98153,105187,98365,94129,98252,97432,92490,90317,93653,91727,86448,96111,85936,79847,91676,86677,89468,76993,76606,82080,76575,76851,68792,61059,62186,54880,53066,40039,44493,40431,35189,37156,29236,28545,26501,22555,20341,17995,14385,14563,77088
2,2,0,2025,5318705,2544,4907,7017,8829,10376,11730,12985,14207,15425,16646,17885,19118,20362,22172,22139,24184,27351,33001,33950,40830,43777,48654,53487,58840,65931,73053,78533,80463,82671,87166,93098,93453,97245,98430,95885,97147,103490,102759,97719,95604,100695,102354,104734,98227,98503,106104,99208,106119,99224,94898,98902,97989,92981,90732,93969,92009,86714,96221,86106,80030,91673,86683,89363,76975,76487,81738,76198,76290,68232,60544,61503,54221,52311,39480,43666,39576,34373,36125,28344,27540,25445,21555,19327,17023,13525,81726
2,2,0,2026,5430421,2587,4995,7147,8999,10573,11955,13235,14479,15720,16963,18224,19474,20710,22004,23990,24328,26954,30837,37238,38812,46086,49246,54205,59011,64261,71207,78124,83368,85052,87001,91183,96712,96678,100123,101047,98324,99428,105627,104811,99678,97427,102311,103780,106020,99452,99660,107153,100206,106963,99991,95598,99476,98469,93402,91099,94261,92260,86947,96304,86262,80207,91648,86656,89202,76889,76275,81279,75705,75621,67584,59941,60714,53451,51444,38825,42735,38615,33453,34988,27361,26442,24309,20491,18255,15999,84895
2,2,0,2027,5543293,2632,5084,7278,9167,10775,12182,13488,14755,16018,17284,18567,19838,21090,22377,23851,26211,27141,30498,35153,42180,44171,51655,54904,59838,64544,69649,76388,83061,88045,89461,91098,94879,99993,99615,102791,103523,100644,101632,107711,106788,101526,99091,103774,105100,107244,100634,100769,108140,101115,107713,100687,96224,99974,98878,93774,91442,94522,92477,87157,96370,86414,80366,91588,86573,88966,76709,75947,80699,75105,74859,66843,59231,59804,52566,50466,38071,41694,37543,32431,33746,26284,25262,23104,19365,17130,89957
2,2,0,2028,5657312,2677,5174,7410,9337,10978,12414,13742,15035,16320,17608,18913,20206,21479,22781,24251,26105,29066,30744,34889,40188,47629,49850,57417,60648,65482,70045,74941,81430,87832,92537,93632,94868,98235,102980,102337,105312,105877,102885,103781,109720,108654,103212,100600,105129,106357,108425,101767,101817,109037,101931,108391,101307,96775,100400,99237,94122,91755,94749,92672,87355,96425,86547,80495,91468,86415,88631,76412,75503,80007,74410,73997,65987,58401,58771,51568,49374,37210,40535,36360,31307,32398,25122,24009,21833,18182,95498
2,2,0,2029,5772457,2723,5264,7544,9509,11183,12648,14003,15315,16625,17935,19261,20576,21871,23196,24682,26540,29004,32724,35209,40014,45742,53404,55728,63269,66404,71093,75443,80087,86303,92413,96783,97468,98288,101290,105747,104909,107711,108151,105070,105852,111614,110355,104741,101999,106420,107569,109554,102839,102775,109838,102676,108991,101850,97254,100775,99571,94441,92037,94954,92854,87547,96459,86646,80568,91271,86157,88169,75996,74949,79216,73614,73012,65002,57449,57617,50454,48160,36236,39258,35067,30079,30952,23886,22688,20500,101417
2,2,0,2030,5888706,2769,5356,7679,9682,11389,12884,14265,15604,16931,18266,19614,20949,22264,23611,25124,27006,29486,32722,37260,40423,45667,51630,59386,61701,69133,72124,76598,80693,85059,90978,96743,100686,100947,101401,104119,108359,107354,110025,110367,107176,107807,113340,111894,106159,103334,107666,108732,110619,103820,103640,110566,103346,109511,102320,97685,101125,99873,94728,92298,95146,93029,87720,96454,86688,80570,90970,85775,87579,75469,74299,78318,72694,71890,63886,56377,56337,49215,46815,35150,37866,33662,28754,29422,22580,21303,108845
2,2,0,2031,6006051,2815,5450,7815,9858,11598,13121,14530,15891,17246,18599,19970,21327,22662,24029,25567,27481,29996,33264,37334,42558,46175,51662,57730,65466,67685,74959,77735,81949,85764,89828,95396,100722,104224,104113,104285,106790,110843,109713,112280,112502,109165,109592,114903,113319,107508,104623,108860,109828,111592,104705,104433,111216,103941,109959,102742,98092,101445,100141,94995,92549,95332,93184,87859,96387,86654,80474,90540,85263,86869,74845,73545,77290,71636,70629,62640,55178,54923,47843,45339,33952,36353,32154,27348,27813,21209,116252
2,2,0,2032,6124480,2862,5543,7955,10036,11810,13361,14795,16184,17561,18938,20330,21709,23064,24452,26012,27959,30517,33834,37952,42724,48406,52278,57876,63932,71558,73631,80673,83188,87115,90627,94333,99456,104328,107442,107044,107005,109330,113239,112012,114452,114517,110980,111211,116349,114676,108812,105861,109989,110831,112469,105519,105149,111787,104463,110354,103140,98470,101731,100388,95250,92794,95497,93303,87938,96238,86518,80255,89978,84634,86051,74116,72664,76118,70438,69229,61260,53844,53365,46335,43734,32641,34730,30558,25864,26129,122780
2,2,0,2033,6243960,2908,5637,8093,10217,12023,13606,15063,16477,17881,19279,20695,22094,23471,24879,26463,28438,31041,34415,38600,43431,48673,54612,58604,64196,70148,77610,79459,86225,88451,92066,95218,98472,103134,107609,110419,109807,109592,111779,115575,114229,116501,116356,112628,112712,117725,115984,110062,107032,111023,111738,113271,106255,105790,112283,104936,110723,103506,98816,101996,100622,95500,93021,95625,93359,87940,95981,86255,79910,89292,83899,85118,73259,71644,74800,69102,67685,59733,52368,51661,44695,41992,31225,33013,28878,24307,133150
2,2,0,2034,6364482,2955,5731,8233,10396,12241,13850,15337,16773,18201,19626,21062,22485,23881,25312,26918,28925,31566,35000,39256,44171,49482,54989,61049,65041,70531,76319,83543,85121,91580,93491,96740,99434,102222,106480,110643,113225,112433,112087,114167,117826,116320,118372,118023,114155,114142,119052,117236,111244,108107,111958,112569,113994,106914,106357,112729,105385,111060,103840,99143,102249,100850,95731,93211,95691,93334,87837,95588,85861,79449,88494,83047,84045,72260,70478,73335,67620,65986,58052,50745,49813,42917,40125,29719,31207,27121,140795
2,2,0,2035,6486007,3003,5827,8374,10578,12456,14100,15611,17075,18523,19973,21435,22876,24296,25747,27380,29415,32099,35585,39918,44919,50324,55908,61543,67601,71493,76820,82369,89305,90581,96708,98245,101031,103254,105632,109571,113501,115892,114965,114520,116468,119947,118229,120068,119568,115607,115521,120323,118420,112329,109085,112818,113321,114636,107500,106877,113149,105805,111363,104152,99460,102496,101057,95924,93337,95671,93200,87602,95056,85345,78883,87577,82057,82816,71113,69169,71717,65982,64121,56215,48977,47814,41010,38152,28128,29317,150172
2,2,0,2036,6608627,3051,5924,8517,10761,12676,14348,15890,17376,18853,20321,21808,23275,24713,26186,27843,29912,32635,36179,40582,45673,51174,56861,62577,68214,74167,77898,82982,88241,94856,95807,101543,102610,104917,106726,108784,112485,116216,118461,117434,116864,118640,121884,119962,121641,121037,117010,116843,121521,119504,113315,109990,113599,113996,115205,108039,107374,113539,106196,111645,104454,99773,102723,101224,96052,93381,95542,92933,87236,94397,84720,78206,86517,80914,81429,69823,67713,69938,64179,62091,54225,47060,45677,38997,36080,26459,160604
2,2,0,2037,6732310,3099,6021,8659,10947,12896,14600,16168,17684,19181,20678,22182,23674,25137,26627,28310,30408,33179,36777,41254,46430,52032,57821,63647,69369,74902,80684,84172,88962,93899,100167,100733,105979,106561,108448,109933,111753,115252,118835,120965,119813,119075,120624,123643,121569,123137,122454,118354,118093,122619,120486,114227,110816,114301,114595,115724,108556,107844,113897,106568,111916,104751,100067,102909,101323,96095,93316,95277,92530,86746,93620,83978,77392,85299,79615,79886,68383,66100,67986,62207,59894,52071,45004,43425,36884,33917,167299
2,2,0,2038,6857058,3147,6118,8804,11131,13120,14853,16450,17990,19517,21033,22566,24074,25561,27078,28778,30913,33721,37383,41930,47196,52894,58791,64726,70559,76178,81537,87067,90258,94721,99309,105172,105252,109994,110151,111710,112954,114572,117920,121384,123378,122056,121095,122425,125272,123098,124581,123812,119625,119242,123615,121393,115059,111564,114930,115144,116220,109046,108285,114234,106932,112181,105029,100321,103027,101335,96027,93115,94873,91997,86143,92715,83094,76428,83917,78157,78179,66783,64317,65858,60067,57521,49766,42831,41062,34678,180119
2,2,0,2039,6982865,3196,6215,8949,11319,13341,15110,16733,18300,19851,21395,22948,24483,25986,27527,29258,31415,34273,37987,42615,47967,53763,59766,65812,71761,77488,82932,88033,93256,96118,100227,104404,109760,109342,113640,113466,114781,115822,117290,120518,123839,125653,124106,122931,124097,126822,124572,125963,125094,120794,120288,124533,122219,115813,112238,115509,115673,116687,109506,108709,114561,107294,112423,105264,100508,103054,101231,95820,92775,94338,91347,85419,91659,82053,75310,82370,76537,76297,65011,62363,63554,57749,54983,47336,40545,38600,192371
2,2,0,2040,7109730,3244,6315,9094,11507,13566,15365,17021,18611,20188,21757,23337,24891,26420,27978,29736,31931,34823,38601,43299,48745,54640,60746,66906,72970,78813,84361,89544,94330,99212,101715,105409,109075,113910,113053,117004,116584,117695,118586,119938,123022,126156,127732,125970,124634,125687,128316,125984,127268,126271,121860,121255,125370,122965,116494,112866,116066,116173,117123,109950,109126,114884,107634,112620,105428,100607,102965,100984,95473,92305,93684,90572,84551,90435,80851,74038,80655,74744,74227,63064,60236,61062,55261,52309,44788,38156,206989
2,2,0,2041,7237660,3293,6413,9243,11696,13792,15623,17306,18928,20527,22121,23725,25307,26854,28438,30215,32445,35386,39214,43992,49524,55523,61736,68009,74185,80144,85807,91087,95950,100389,104901,106984,110158,113298,117675,116478,120167,119541,120503,121277,122487,125384,128274,129620,127698,126256,127220,129746,127318,128466,127344,122850,122140,126126,123635,117124,113473,116594,116643,117540,110387,109541,115184,107933,112744,105500,100588,102732,100591,94992,91716,92900,89646,83520,89038,79486,72606,78759,72764,71965,60942,57927,58394,52633,49505,42129,219746
2,2,0,2042,7366664,3342,6512,9389,11889,14020,15883,17595,19243,20872,22488,24117,25721,27295,28897,30704,32959,35947,39838,44686,50312,56408,62734,69119,75413,81482,87258,92647,97602,102110,106174,110251,111809,114451,117129,121147,119697,123167,122392,123238,123870,124894,127543,130197,131371,129340,127819,128690,131098,128547,129558,128337,123756,122945,126804,124255,117733,114054,117095,117095,117951,110822,109934,115439,108159,112772,105452,100425,102351,100061,94391,91000,91962,88552,82322,87466,77953,71001,76668,70593,69511,58634,55446,55581,49870,46582,234828
2,2,0,2043,7496750,3390,6611,9537,12079,14251,16145,17884,19561,21216,22860,24510,26138,27734,29364,31191,33483,36509,40462,45391,51101,57302,63734,70237,76647,82834,88716,94216,99273,103865,107989,111613,115150,116171,118345,120661,124409,122750,126058,125167,125873,126318,127096,129506,131981,133036,130924,129316,130078,132341,129669,130572,129248,124582,123674,127434,124853,118315,114608,117579,117542,118357,111237,110284,115616,108290,112674,105256,100115,101830,99405,93658,90128,90851,87284,80957,85715,76240,69212,74377,68230,66849,56151,52823,52630,46982,252500
2,2,0,2044,7627941,3441,6710,9685,12271,14480,16410,18177,19879,21560,23232,24909,26557,28176,29828,31687,34006,37080,41088,46095,51903,58197,64743,71358,77889,84194,90191,95791,100951,105639,109840,113516,116590,119576,120126,121933,123978,127501,125691,128872,127839,128358,128557,129097,131328,133679,134641,132441,130732,131358,133476,130711,131501,130077,125332,124351,128040,125423,118871,115148,118058,117986,118742,111608,110560,115695,108299,112424,104909,99666,101181,98612,92767,89085,89564,85842,79419,83771,74333,67234,71887,65661,63991,53523,50063,49552,268799
2,2,0,2045,7760248,3490,6813,9834,12463,14711,16673,18473,20201,21907,23603,25307,26983,28621,30294,32179,34538,37650,41722,46801,52704,59108,65753,72490,79137,85561,91672,97383,102639,107421,111709,115452,118571,121086,123587,123768,125302,127122,130478,128554,131581,130361,130633,130592,130955,133059,135314,136178,133876,132039,132529,134531,131668,132349,130829,126032,125007,128617,125963,119412,115684,118534,118407,119080,111903,110740,115647,108159,112018,104419,99092,100393,97654,91701,87864,88099,84221,77695,81618,72228,65069,69179,62896,60972,50754,47176,285761
2,2,0,2046,7893715,3539,6913,9986,12657,14941,16938,18768,20526,22258,23977,25706,27407,29071,30766,32674,35065,38231,42356,47516,53506,60017,66781,73623,80396,86934,93162,98981,104342,109212,113587,117410,120586,123136,125159,127280,127185,128493,130150,133377,131309,134135,132668,132702,132482,132724,134730,136880,137630,135200,133236,133620,135501,132543,133118,131529,126710,125635,129165,126489,119951,116220,118986,118783,119339,112100,110795,115443,107864,111464,103797,98378,99437,96514,90452,86467,86451,82405,75773,79252,69924,62698,66266,59970,57799,47854,298715
2,2,0,2047,8028391,3589,7014,10136,12854,15176,17203,19064,20851,22610,24356,26107,27832,29521,31242,33175,35596,38805,43000,48232,54317,60927,67807,74773,81656,88321,94659,100589,106052,111020,115475,119377,122622,125219,127270,128907,130743,130422,131568,133097,136167,133910,136472,134767,134622,134282,134429,136329,138360,138968,136414,134351,134627,136388,133340,133836,132207,127363,126236,129699,127011,120489,116734,119392,119078,119495,112169,110696,115079,107423,110771,103033,97498,98297,95186,89022,84887,84604,80381,73645,76672,67401,60135,63184,56890,54481,310787
