NATIVITY,RACE_HISP,SEX,YEAR,total_pop,POP_0,POP_1,POP_2,POP_3,POP_4,POP_5,POP_6,POP_7,POP_8,POP_9,POP_10,POP_11,POP_12,POP_13,POP_14,POP_15,POP_16,POP_17,POP_18,POP_19,POP_20,POP_21,POP_22,POP_23,POP_24,POP_25,POP_26,POP_27,POP_28,POP_29,POP_30,POP_31,POP_32,POP_33,POP_34,POP_35,POP_36,POP_37,POP_38,POP_39,POP_40,POP_41,POP_42,POP_43,POP_44,POP_45,POP_46,POP_47,POP_48,POP_49,POP_50,POP_51,POP_52,POP_53,POP_54,POP_55,POP_56,POP_57,POP_58,POP_59,POP_60,POP_61,POP_62,POP_63,POP_64,POP_65,POP_66,POP_67,POP_68,POP_69,POP_70,POP_71,POP_72,POP_73,POP_74,POP_75,POP_76,POP_77,POP_78,POP_79,POP_80,POP_81,POP_82,POP_83,POP_84,POP_85
1,0,0,2014,276398149,3949169,3913361,3915098,3931729,3926349,3920623,4034966,4047898,4006778,3980651,3977328,3921142,3890727,3966501,4004344,3914498,3896369,3885487,3888643,3956274,4011183,4055186,4117091,4168850,4113604,3886041,3720150,3630983,3614852,3600766,3454177,3473774,3483946,3428435,3453745,3223090,3111119,3077006,2954390,3038118,2934600,2977510,3180115,3424647,3463039,3283923,3183653,3260646,3340961,3566714,3672478,3686640,3743591,3818338,3835204,3736180,3734817,3709387,3578172,3550618,3426305,3299629,3198472,3088181,3002839,2931372,2910646,3060128,2195528,2189933,2145193,2214048,1905954,1721344,1618716,1520508,1457771,1337521,1269767,1221373,1092886,1056312,1014956,953544,903815,5435734
1,0,0,2015,278094071,3977903,3944797,3911447,3913641,3930430,3925316,3919775,4034178,4047220,4006168,3980061,3976754,3920571,3890085,3965694,4003403,3913376,3895024,3883751,3886382,3953356,4007873,4051197,4112779,4164546,4109172,3881915,3716130,3627104,3610956,3596789,3450332,3469831,3479893,3424370,3449431,3218893,3106834,3072511,2949781,3033025,2929412,2971858,3173605,3417036,3454568,3275177,3174285,3250143,3329193,3552991,3657115,3669889,3725193,3798051,3813185,3713082,3710078,3683009,3550900,3521679,3396491,3268841,3166357,3054854,2967788,2894321,2870820,3014773,2160060,2151404,2104096,2167811,1862419,1678247,1574225,1474592,1409251,1288524,1218360,1166744,1038732,998295,953082,888718,5542123
1,0,0,2016,279794057,4006182,3973508,3942851,3909958,3912320,3929373,3924444,3918971,4033473,4046575,4005546,3979463,3976160,3919905,3889265,3964734,4002226,3912000,3893260,3881462,3883497,3950097,4003923,4046947,4108525,4160076,4104850,3877747,3712174,3623202,3606980,3592809,3446441,3465839,3475826,3420155,3445030,3214534,3102363,3067805,2944907,3027760,2923976,2965869,3166664,3408850,3445544,3265765,3164233,3238945,3316598,3538404,3640827,3652218,3705763,3776704,3790056,3688868,3684191,3655472,3522426,3491522,3365335,3236600,3132741,3019777,2930823,2855225,2828736,2966825,2122537,2110654,2060644,2118903,1816322,1632621,1527137,1426003,1358018,1236855,1164215,1109392,982074,937713,888758,5620091
1,0,0,2017,281498001,4033809,4001757,3971528,3941332,3908611,3911241,3928469,3923609,3918246,4032802,4045915,4004914,3978836,3975454,3919050,3888296,3963543,4000787,3910206,3890945,3878561,3880286,3946201,3999703,4042736,4104097,4155719,4100491,3873646,3708203,3619230,3603018,3588802,3442512,3461829,3471601,3415856,3440448,3209984,3097685,3062831,2939871,3022240,2918206,2959478,3159189,3400125,3435823,3255654,3153522,3226962,3303201,3522917,3623640,3633563,3685311,3754258,3765804,3663532,3657165,3626712,3492739,3459999,3332687,3202835,3097345,2982754,2891776,2813871,2784211,2916071,2082820,2067531,2014651,2067076,1767482,1584307,1477282,1374656,1303948,1182379,1107334,1049356,922895,874723,5687311
1,0,0,2018,283203912,4059714,4029360,3999750,3969976,3939950,3907508,3910319,3927606,3922854,3917551,4032112,4045244,4004250,3978091,3974555,3918040,3887092,3962093,3998928,3907863,3888019,3875328,3876430,3942032,3995525,4038362,4099785,4151317,4096198,3869528,3704166,3615273,3599023,3584758,3438570,3457670,3467300,3411396,3435683,3205224,3092741,3057694,2934595,3016389,2912052,2952595,3151229,3390725,3425392,3244886,3142055,3214220,3288992,3506574,3605474,3613916,3663798,3730708,3740399,3637056,3628917,3596704,3461687,3426934,3298454,3167232,3059936,2943603,2850440,2770092,2737053,2862288,2040757,2021857,1965879,2012124,1715725,1533116,1424568,1320431,1246894,1125089,1047760,986600,861334,5732505
1,0,0,2019,284909648,4083710,4055243,4027333,3998184,3968572,3938813,3906561,3909430,3926814,3922125,3916845,4031417,4044546,4003474,3977156,3973497,3916801,3885648,3960227,3996521,3904913,3884766,3871469,3872317,3937912,3991188,4034117,4095443,4146984,4091904,3865353,3700145,3611295,3594998,3580704,3434484,3453446,3462841,3406749,3430701,3200193,3087636,3052316,2929008,3010153,2905431,2945271,3142654,3380637,3414283,3233369,3129856,3200679,3273981,3489293,3586324,3593230,3641209,3706027,3713850,3609386,3599440,3565313,3429106,3392253,3262338,3129579,3020353,2902127,2806658,2723702,2687066,2805292,1996185,1973409,1914143,1953843,1660837,1478933,1368861,1263150,1186848,1065048,985471,921273,5758988
1,0,0,2020,286611016,4104681,4079218,4053182,4025732,3996750,3967405,3937834,3905646,3908620,3926063,3921396,3916130,4030681,4043732,4002509,3976070,3972213,3915317,3883790,3957816,3993497,3901628,3880874,3867339,3868252,3933627,3986980,4029843,4091181,4142659,4087550,3861206,3696116,3607294,3590972,3576516,3430338,3449065,3458198,3401888,3425438,3195009,3082295,3046615,2923047,3003437,2898383,2937375,3133448,3369894,3402398,3221110,3116905,3186384,3258094,3471057,3566151,3571496,3617525,3680222,3686098,3580509,3568580,3532352,3394909,3355628,3224112,3089703,2978387,2858161,2760232,2674495,2634049,2744822,1948862,1921981,1859238,1891993,1602696,1421625,1309949,1202800,1123893,1002231,920607,5837013
1,0,0,2021,288302628,4121545,4100150,4077092,4051505,4024227,3995508,3966337,3936834,3904756,3907776,3925401,3920770,3915505,4029982,4042907,4001609,3975021,3970982,3913760,3881774,3955208,3990582,3898108,3877129,3863654,3864388,3929803,3983036,4025888,4087116,4138450,4083351,3857104,3692085,3603288,3586776,3572200,3425961,3444408,3453245,3396640,3419869,3189432,3076480,3040374,2916451,2996105,2890592,2928702,3123444,3358191,3389532,3207870,3103006,3171018,3241071,3451556,3544640,3548393,3592454,3652936,3656820,3549980,3535902,3497484,3358573,3316654,3183453,3047273,2933875,2811561,2711026,2622342,2577846,2680644,1898656,1867420,1800982,1826462,1541191,1361005,1247874,1139520,1058034,936811,5907263
1,0,0,2022,289982225,4134604,4117035,4098034,4075417,4049996,4022980,3994437,3965333,3935942,3903915,3907118,3924760,3920157,3914836,4029161,4042006,4000571,3973820,3969422,3911746,3879227,3952355,3987091,3894392,3873494,3859852,3860688,3925986,3979201,4021967,4083027,4134299,4079169,3853013,3688079,3599163,3582541,3567760,3421435,3439572,3448038,3391256,3414077,3183561,3070315,3033689,2909466,2988236,2882264,2919520,3112780,3345774,3375900,3193908,3088310,3154815,3223135,3431063,3522110,3524263,3566264,3624487,3626192,3517950,3501606,3460672,3320106,3275386,3140342,3002384,2886669,2762085,2658788,2566975,2518120,2612436,1845312,1809451,1739185,1757046,1476039,1297037,1182726,1073258,989387,5986241
1,0,0,2023,291645382,4145050,4130110,4114921,4096364,4073913,4048758,4021914,3993430,3964441,3935101,3903255,3906477,3924138,3919499,3914049,4028267,4040955,3999373,3972303,3967416,3909197,3876416,3948922,3983403,3890789,3869740,3856214,3857000,3922287,3975405,4018022,4078993,4130150,4074979,3848950,3683964,3594997,3578178,3563158,3416735,3434496,3442692,3385645,3407961,3177326,3063702,3026597,2901970,2979825,2873440,2909722,3101461,3332606,3361508,3179146,3072812,3137736,3204286,3409586,3498569,3499057,3538949,3594710,3594031,3484307,3465364,3421674,3279343,3231601,3094698,2954735,2836503,2709514,2603290,2508102,2454606,2539893,1788601,1747918,1673686,1683430,1407213,1229862,1114471,1004157,6107348
1,0,0,2024,293288706,4153850,4140589,4128001,4113248,4094858,4072668,4047690,4020906,3992532,3963597,3934435,3902628,3905864,3923469,3918720,3913196,4027227,4039755,3997861,3970339,3964885,3906400,3873033,3945284,3979819,3887064,3866155,3852592,3853435,3918631,3971584,4014128,4074970,4126001,4070818,3844778,3679817,3590718,3573667,3558381,3411808,3429303,3437138,3379723,3401469,3170637,3056688,3018986,2893957,2970904,2864017,2899318,3089453,3318702,3346284,3163567,3056461,3119762,3184512,3387131,3473964,3472760,3510345,3563425,3560232,3448735,3426947,3380325,3236063,3185211,3046215,2904066,2783161,2653613,2544228,2445464,2387028,2462713,1728361,1682654,1604145,1605582,1334887,1159432,1043247,6232490
1,0,0,2025,294908811,4161343,4149411,4138478,4126331,4111743,4093614,4071602,4046684,4020014,3991690,3962932,3933809,3902019,3905193,3922672,3917875,3912207,4026051,4038263,3995922,3967855,3962104,3903040,3869464,3941758,3976120,3883516,3862584,3849090,3849904,3914942,3967816,4010248,4070953,4121868,4066523,3840543,3675537,3586281,3568978,3553368,3406757,3423884,3431264,3373435,3394496,3163547,3049161,3010844,2885461,2961372,2854007,2888282,3076772,3303986,3330198,3147115,3039257,3100909,3163838,3363663,3448291,3445224,3480280,3530520,3524461,3410995,3386158,3336377,3190187,3135899,2994611,2850143,2726404,2594094,2481361,2378787,2315094,2380635,1664414,1613298,1530544,1523714,1259009,1085892,6383826
1,0,0,2026,296502718,4167473,4156934,4147317,4136812,4124830,4110505,4092547,4070597,4045791,4019171,3991025,3962303,3933198,3901351,3904407,3921819,3916901,3911088,4024570,4036321,3993462,3965123,3958755,3899497,3866012,3938129,3972601,3879992,3859130,3845615,3846349,3911320,3964066,4006376,4066961,4117612,4062182,3836190,3671108,3581673,3564054,3548229,3401492,3418158,3425023,3366678,3387093,3155930,3041120,3002218,2876391,2951266,2843405,2876635,3063347,3288441,3313212,3129798,3021205,3081196,3142225,3339174,3421389,3416245,3448639,3495670,3486489,3370919,3342791,3289759,3141389,3083385,2939662,2792722,2665938,2530708,2414406,2307776,2238577,2293448,1596393,1539836,1453114,1437782,1179744,6562534
1,0,0,2027,298066362,4171899,4163089,4154841,4145657,4135320,4123593,4109441,4091544,4069698,4044946,4018502,3990397,3961700,3932540,3900579,3903564,3920839,3915803,3909682,4022656,4033863,3990763,3961836,3955225,3896076,3862452,3934678,3969098,3876581,3855714,3842130,3842854,3907706,3960322,4002522,4062846,4113304,4057699,3831677,3666497,3576826,3559002,3542878,3395936,3412080,3418323,3359508,3379142,3147783,3032592,2993008,2866766,2940533,2832203,2864295,3049151,3272008,3295317,3111620,3002327,3060581,3119668,3313510,3393070,3385736,3415119,3458638,3446128,3328269,3296737,3240124,3089390,3027438,2881119,2731508,2601488,2463145,2343055,2232192,2157240,2200598,1524274,1462509,1371799,1347937,6813659
1,0,0,2028,299596233,4174813,4167554,4161007,4153180,4144165,4134082,4122525,4108437,4090644,4068853,4044276,4017869,3989798,3961051,3931778,3899756,3902611,3919745,3914426,3907854,4020230,4031169,3987509,3958370,3951813,3892542,3859085,3931256,3965713,3873214,3852281,3838700,3839375,3904102,3956600,3998556,4058695,4108872,4053053,3826976,3661645,3571862,3553744,3537220,3390032,3405558,3411215,3351803,3370637,3139153,3023479,2983221,2856548,2929197,2820331,2851237,3034140,3254687,3276512,3092594,2982576,3039054,3096019,3286479,3363241,3353378,3379469,3419242,3403140,3282965,3247678,3187195,3033949,2967782,2818650,2666218,2532761,2391098,2267050,2151797,2070544,2102052,1448319,1381259,1286740,7200228
1,0,0,2029,301089714,4177032,4170497,4165475,4159348,4151688,4142933,4133023,4121520,4107536,4089797,4068182,4043641,4017270,3989155,3960293,3930969,3898816,3901534,3918367,3912624,3905520,4017570,4027922,3984075,3955017,3948290,3889197,3855742,3927955,3962372,3869832,3848909,3835284,3835901,3900525,3952765,3994548,4054414,4104276,4048216,3822035,3656675,3566692,3548184,3531199,3383682,3398623,3403567,3343562,3361607,3129927,3013807,2972831,2845754,2917174,2807767,2837421,3018301,3236481,3256835,3072686,2961956,3016478,3071096,3257980,3331564,3318930,3341511,3377246,3357444,3234675,3195302,3130707,2974798,2904104,2751991,2596532,2459405,2314291,2186143,2066017,1978458,1998192,1368471,1296229,7497354
1,0,0,2030,302544899,4179080,4172750,4168425,4163828,4157864,4150466,4141880,4132016,4120616,4106689,4089123,4067547,4043037,4016630,3988405,3959480,3930034,3897761,3900179,3916573,3910327,3902956,4014355,4024495,3980762,3951555,3944958,3885874,3852507,3924681,3959000,3866510,3845554,3831882,3832463,3896830,3948887,3990419,4049962,4099481,4043120,3816967,3651507,3561227,3542274,3524729,3376935,3391167,3395379,3334822,3351959,3120128,3003535,2961851,2834302,2904438,2794458,2822850,3001657,3217421,3236235,3051882,2940309,2992667,3044818,3227704,3297833,3282245,3301019,3332569,3308689,3183082,3139363,3070385,2911603,2836096,2680807,2522108,2381152,2232478,2099742,1974837,1881369,1888919,1284854,7775567
1,0,0,2031,303960707,4181215,4174827,4170688,4166794,4162354,4156643,4149416,4140874,4131112,4119767,4106015,4088487,4066947,4042397,4015882,3987604,3958564,3929007,3896445,3898420,3914279,3907800,3899855,4010967,4021182,3977338,3948287,3941654,3882678,3849325,3921391,3955691,3863205,3842204,3828506,3828914,3893105,3944891,3986128,4045324,4094431,4037887,3811687,3646034,3555409,3535919,3517874,3369692,3383191,3386698,3325479,3341710,3109722,2992674,2950195,2822176,2890958,2780425,2807529,2984233,3197471,3214700,3030031,2917466,2967541,3016889,3195451,3261868,3243071,3257910,3284869,3256576,3127944,3079597,3005911,2844087,2763433,2604731,2442656,2297727,2145005,2007819,1878658,1779181,1774414,8015596
1,0,0,2032,305336846,4184133,4176996,4172782,4169055,4165324,4161142,4155599,4148420,4139973,4130261,4119097,4105391,4087892,4066302,4041648,4015084,3986701,3957549,3927710,3894726,3896179,3911768,3904738,3896578,4007700,4017770,3974102,3945044,3938476,3879532,3846127,3918165,3952402,3859913,3838893,3825033,3825332,3889251,3940737,3981646,4040441,4089255,4032441,3806096,3640207,3549153,3529169,3510497,3361938,3374738,3377415,3315549,3330823,3098707,2981137,2937847,2809316,2876709,2765647,2791485,2965987,3176618,3192078,3006962,2893356,2940822,2987117,3161042,3223442,3201347,3211852,3233832,3200850,3068999,3015664,2936980,2771904,2685733,2523459,2357893,2208450,2051864,1910804,1777388,1672059,8686603
1,0,0,2033,306673787,4188212,4179940,4174952,4171149,4167586,4164109,4160100,4154598,4147517,4139125,4129591,4118478,4104807,4087255,4065557,4040863,4014191,3985697,3956264,3926006,3892520,3893718,3908718,3901501,3893428,4004331,4014555,3970909,3941937,3935357,3876373,3842999,3914965,3949122,3856656,3835472,3821522,3821627,3885242,3936399,3976925,4035426,4083852,4026666,3800146,3633945,3542516,3521914,3502597,3353716,3365696,3367546,3305000,3319306,3087008,2968905,2924751,2795730,2861716,2750175,2774679,2946906,3154683,3168166,2982585,2867693,2912296,2955344,3124260,3182496,3156746,3162546,3179208,3141216,3005901,2947258,2863229,2694656,2602660,2436689,2267082,2113294,1953506,1808601,1671175,9204028
1,0,0,2034,307972728,4193732,4184056,4177906,4173319,4169675,4166373,4163063,4159098,4153694,4146667,4138453,4128972,4117892,4104176,4086528,4064777,4039967,4013196,3984439,3954586,3923825,3890094,3890714,3905501,3898384,3890165,4001159,4011373,3967827,3938866,3932218,3873276,3839891,3911764,3945872,3853292,3832017,3817894,3817782,3881062,3931823,3972091,4030211,4078130,4020517,3793739,3627292,3535368,3514129,3494211,3344924,3356089,3357062,3293829,3307052,3074596,2955926,2910903,2781426,2846010,2733965,2757111,2926844,3131495,3142890,2956617,2840277,2881821,2921351,3085038,3138680,3108948,3109719,3120708,3077337,2938360,2874025,2784256,2612029,2513907,2343633,2170193,2012749,1849830,1701358,9670714
1,0,0,2035,309235143,4200684,4189603,4182028,4176279,4171848,4168461,4165330,4162060,4158194,4152843,4145995,4137833,4128384,4117269,4103453,4085759,4063905,4038995,4011948,3982780,3952432,3921436,3887131,3887542,3902411,3895169,3887106,3998016,4008307,3964797,3935778,3929136,3870199,3836801,3908619,3942519,3849892,3828457,3814129,3813760,3876644,3927135,3967050,4024676,4072027,4013892,3786928,3620122,3527714,3505882,3485239,3335567,3345868,3345951,3281944,3294029,3061409,2942189,2896311,2766427,2829542,2717004,2738628,2905623,3106961,3115928,2928844,2810973,2849200,2885088,3043040,3091686,3057699,3053111,3057990,3008900,2866002,2795540,2699705,2523695,2418643,2244263,2067759,1906714,1740981,10117332
1,0,0,2036,310464910,4208702,4196579,4187581,4180405,4174813,4170635,4167415,4164334,4161166,4157355,4152177,4145378,4137245,4127756,4116544,4102679,4084893,4062947,4037761,4010303,3980641,3950063,3918515,3884015,3884515,3899229,3892160,3884083,3995015,4005312,3961762,3932766,3926091,3867152,3833762,3905371,3939142,3846397,3824760,3810200,3809524,3872146,3922274,3961723,4018787,4065474,4006862,3779608,3612465,3519609,3497072,3475720,3325637,3335057,3334139,3269329,3280217,3047462,2927723,2881026,2750720,2812331,2699163,2719071,2883180,3080787,3087097,2899139,2779581,2814388,2846259,2997994,3041304,3002764,2992422,2990799,2935589,2788469,2711496,2609285,2428830,2316872,2139194,1959708,1795368,10553627
1,0,0,2037,311663909,4217545,4204617,4194560,4185960,4178946,4173613,4169604,4166424,4163442,4160327,4156685,4151557,4144786,4136624,4127049,4115790,4101827,4083947,4061738,4036153,4008210,3978311,3947172,3915439,3881036,3881387,3896251,3889192,3881205,3992076,4002305,3958797,3929784,3923075,3864165,3830628,3902092,3935666,3842782,3820915,3806067,3805212,3867471,3917129,3956053,4012448,4058504,3999297,3771779,3604340,3510943,3487714,3465600,3315125,3323558,3321599,3255926,3265592,3032764,2912560,2865008,2734291,2794214,2680270,2698373,2859209,3052757,3056228,2867300,2746062,2777083,2804590,2949660,2987265,2943831,2927363,2918774,2856972,2705378,2621545,2512074,2327403,2209211,2028311,1846177,10993197
1,0,0,2038,312834570,4227103,4213481,4202606,4192944,4184510,4177751,4172581,4168614,4165537,4162614,4159658,4156059,4150978,4144178,4135921,4126311,4114957,4100904,4082754,4060145,4034074,4005900,3975448,3944132,3912508,3877971,3878467,3893316,3886357,3878379,3989132,3999375,3955868,3926832,3920115,3861090,3827480,3898722,3932057,3839001,3816857,3801852,3800732,3862523,3911640,3949947,4005721,4051010,3991201,3763477,3595664,3501746,3477759,3454880,3303943,3311346,3308275,3241728,3250176,3017360,2896667,2848249,2716992,2775023,2660271,2676269,2833534,3022729,3023113,2833277,2710118,2737008,2759851,2897787,2929243,2880604,2857579,2841470,2772668,2616406,2524740,2408050,2220048,2095539,1911747,11431921
1,0,0,2039,313979878,4237477,4223068,4211483,4200993,4191494,4183322,4176721,4171599,4167734,4164713,4161946,4159031,4155477,4150366,4143474,4135185,4125493,4114051,4099730,4081190,4058097,4031794,4003068,3972427,3941223,3909481,3875108,3875591,3890517,3883587,3875557,3986258,3996476,3952966,3923940,3917076,3857999,3824239,3895222,3928293,3835022,3812719,3797471,3795989,3857259,3905746,3943466,3998478,4042980,3982611,3754600,3586441,3491951,3467215,3443483,3292057,3298348,3294154,3226756,3233999,3001204,2880038,2830595,2698651,2754689,2638885,2652572,2806018,2990499,2987706,2796759,2671482,2693951,2711815,2842066,2866967,2812732,2782633,2758508,2682312,2520554,2421049,2297875,2106644,1975989,11883474
1,0,0,2040,315103212,4248557,4233461,4221081,4209870,4199548,4190308,4182295,4175738,4170719,4166909,4164040,4161328,4158456,4154872,4149672,4142742,4134362,4124597,4112903,4098187,4079170,4055847,4028998,4000095,3969562,3938236,3906664,3872291,3872855,3887785,3880817,3872806,3983418,3993606,3950119,3920960,3914014,3854810,3820876,3891572,3924319,3830965,3808423,3792827,3790938,3851588,3899477,3936489,3990724,4034477,3973439,3745171,3576629,3481573,3455982,3431350,3279403,3284570,3279254,3211049,3217029,2984286,2862502,2811855,2679210,2732918,2615945,2627168,2776460,2956016,2949675,2757462,2629934,2647675,2660184,2782230,2800082,2739799,2702156,2669534,2584895,2417811,2311177,2181441,1987332,12345643
1,0,0,2041,316208769,4260334,4244558,4231475,4219474,4208431,4198367,4189287,4181315,4174858,4169894,4166233,4163421,4160753,4157846,4154170,4148953,4141944,4133487,4123468,4111377,4096191,4076956,4053078,4026048,3997260,3966604,3935448,3903891,3869608,3870182,3885050,3878115,3870094,3980617,3990796,3947185,3917958,3910861,3851509,3817376,3887726,3920280,3826759,3803886,3787896,3785491,3845563,3892729,3929022,3982510,4025377,3963688,3735147,3566241,3470521,3444033,3418425,3265988,3270036,3263617,3194564,3199256,2966453,2843891,2791972,2658389,2709553,2591337,2599868,2744831,2918958,2908740,2715183,2585264,2597919,2604722,2717942,2728178,2661428,2615793,2573510,2480385,2308906,2195006,2058886,12768428
1,0,0,2042,317300518,4272942,4256346,4242577,4229879,4218040,4207253,4197348,4188310,4180440,4174037,4169222,4165611,4162842,4160149,4157151,4153448,4148162,4141080,4132386,4121981,4109408,4094000,4074226,4050170,4023247,3994331,3963847,3932709,3901250,3866985,3867505,3882387,3875459,3867413,3977876,3987895,3944241,3914883,3907599,3848067,3813684,3883817,3916085,3822312,3799052,3782581,3779724,3839085,3885508,3921101,3973719,4015706,3953308,3724512,3555164,3458753,3431303,3404720,3251818,3254777,3247208,3177304,3180513,2947514,2824138,2770671,2636028,2684462,2564866,2570640,2710830,2879036,2864656,2669686,2537193,2544425,2545104,2648782,2650870,2577267,2522510,2470405,2369555,2193713,2072660,13211051
1,0,0,2043,318382300,4286248,4268978,4254377,4240988,4228454,4216863,4206236,4196369,4187435,4179622,4173363,4168608,4165034,4162237,4159470,4156445,4152671,4147304,4139983,4130911,4120034,4107246,4091292,4071345,4047412,4020367,3991623,3961143,3930106,3898675,3864360,3864913,3879778,3872838,3864791,3975054,3984993,3941216,3911685,3904189,3844435,3809938,3879768,3911650,3817578,3793844,3776938,3773508,3832156,3877863,3912642,3964382,4005412,3942299,3713165,3543353,3446213,3417797,3390244,3236947,3238760,3230007,3159081,3160594,2927377,2802940,2747765,2612002,2657457,2536514,2539198,2674166,2836019,2817198,2620693,2485484,2486882,2480938,2574379,2567786,2486247,2422249,2360984,2252247,2072337,13618208
1,0,0,2044,319458773,4300231,4282297,4267019,4252799,4239566,4227282,4215847,4205263,4195499,4186620,4178951,4172743,4168037,4164434,4161557,4158767,4155669,4151828,4146231,4138533,4128999,4117912,4104570,4088446,4068616,4044557,4017691,3988960,3958583,3927576,3896104,3861818,3862354,3877195,3870278,3862082,3972218,3982003,3938078,3908345,3900592,3840756,3806046,3875469,3906925,3812475,3788325,3770875,3766861,3824816,3869686,3903656,3954450,3994498,3930565,3701080,3530759,3432891,3403517,3375036,3221327,3221974,3211845,3139703,3139401,2905760,2780124,2723127,2586123,2628510,2505981,2505279,2634643,2789664,2766055,2567955,2429827,2424898,2411867,2494378,2477853,2388335,2315792,2245106,2128599,13979811
1,0,0,2045,320534445,4314827,4296304,4280343,4265439,4251376,4238392,4226267,4214875,4204394,4194687,4185947,4178329,4172171,4167434,4163752,4160865,4158000,4154841,4150783,4144811,4136649,4126898,4115268,4101762,4085756,4065807,4041920,4015064,3986428,3956074,3925034,3893601,3859312,3859832,3874681,3867632,3859371,3969306,3978909,3934804,3904823,3896942,3836934,3801926,3870889,3901826,3807069,3782380,3764375,3759820,3816968,3860995,3894078,3943897,3982842,3918027,3688162,3517382,3418815,3388519,3359052,3204941,3204229,3192516,3119076,3116637,2882483,2755574,2696568,2558358,2597309,2473018,2468691,2592030,2739674,2710968,2511151,2369839,2358120,2337552,2407701,2381025,2284309,2203003,2122876,14353131
1,0,0,2046,321613803,4329787,4310913,4294357,4278770,4264024,4250213,4237382,4225296,4214004,4203576,4194010,4185321,4177755,4171578,4166766,4163069,4160120,4157190,4153806,4149381,4142951,4134588,4124299,4112495,4099099,4082971,4063198,4039325,4012575,3983960,3953564,3922568,3891145,3856848,3857381,3872084,3864981,3856592,3966285,3975674,3931343,3901261,3893165,3832893,3797548,3865954,3896418,3801242,3776016,3757493,3752289,3808622,3851735,3883909,3932618,3970390,3904638,3674430,3503229,3404019,3372761,3342291,3187622,3185327,3171908,3096873,3092087,2857405,2729097,2668050,2528420,2563599,2437422,2429215,2546056,2685797,2651604,2449872,2305169,2286205,2256958,2314301,2278095,2174026,2083977,14680553
1,0,0,2047,322699344,4344918,4325895,4308975,4292788,4277356,4262861,4249206,4236409,4224426,4213188,4202903,4193390,4184748,4177160,4170910,4166092,4162330,4159313,4156157,4152404,4147536,4140906,4132011,4121546,4109869,4096359,4080400,4060646,4036876,4010151,3981498,3951143,3920143,3888721,3854449,3854844,3869480,3862248,3853702,3963126,3972250,3927834,3897565,3889167,3828590,3792825,3860719,3890580,3794994,3769270,3750136,3744282,3799726,3841904,3873046,3920576,3957081,3890391,3659903,3488353,3388468,3356216,3324559,3169162,3165166,3149720,3072912,3065614,2830332,2700641,2637276,2496041,2527171,2398977,2386595,2496477,2627692,2587516,2383756,2235476,2208136,2170053,2214971,2168924,2057566,14933652
1,0,0,2048,323794732,4360013,4341042,4323970,4307410,4291378,4276200,4261862,4248243,4235539,4223607,4212510,4202279,4192814,4184148,4176488,4170232,4165358,4161546,4158307,4154783,4150578,4145512,4138358,4129309,4118964,4107151,4093817,4077878,4058223,4034478,4007710,3979099,3948744,3917748,3886358,3851973,3852308,3866802,3859418,3850680,3959779,3968786,3924196,3893638,3884900,3823948,3787815,3855083,3884338,3788380,3762058,3742311,3735744,3790264,3831384,3861424,3907686,3942913,3875308,3644617,3472706,3372136,3338707,3305649,3149463,3143439,3125756,3047058,3037002,2801214,2669904,2603976,2461028,2487807,2357440,2340606,2442976,2564928,2518336,2312453,2159742,2123865,2077583,2109575,2053593,15130381
1,0,0,2049,324903751,4374878,4356149,4339115,4322407,4306003,4290220,4275202,4260897,4247371,4234720,4222927,4211882,4201702,4192212,4183482,4175816,4169495,4164574,4160551,4156950,4152981,4148587,4142992,4135677,4126750,4116296,4104662,4091327,4075490,4055870,4032087,4005354,3976741,3946387,3915428,3883922,3849491,3849697,3864027,3856460,3847478,3956394,3965197,3920348,3889468,3880303,3819027,3782417,3849047,3877735,3781312,3754393,3733974,3726678,3780162,3820152,3848993,3893957,3927908,3859429,3628542,3456276,3354840,3320017,3285433,3128201,3119942,3099867,3019089,3006204,2769737,2636613,2567926,2423170,2445247,2312590,2290955,2385150,2497110,2443672,2234882,2077927,2034144,1979425,1998178,15297463
1,0,0,2050,326029597,4389387,4371035,4354229,4337550,4320997,4304846,4289224,4274243,4260026,4246555,4234035,4222307,4211322,4201114,4191545,4182815,4175094,4168721,4163592,4159208,4155162,4151002,4146083,4140340,4133149,4124099,4113823,4102208,4088985,4073176,4053512,4029768,4003038,3974427,3944100,3913026,3881490,3846944,3846994,3861126,3853326,3844251,3952890,3961388,3916249,3884973,3875432,3813717,3776631,3842653,3870663,3773796,3746223,3725122,3716984,3769346,3808118,3835743,3879417,3912111,3842718,3611649,3438866,3336369,3300040,3263616,3105199,3094546,3071835,2988950,2972880,2735624,2600555,2528909,2382204,2399261,2264127,2237259,2322638,2423863,2362373,2150994,1990775,1938849,1875647,15390521
